,User,DateTime,Tweet,retweet,iphone,iphonepro
68,mervzz_08,2022-09-14 13:33:58+00:00,rt iphone14 unboxing time go go go carl cockroach tried stop us failed,True,True,False
71,vcarabineiro,2022-09-14 13:31:50+00:00,rt iphone14 unboxing time go go go carl cockroach tried stop us failed,True,True,False
72,QuitePeter,2022-09-14 13:31:48+00:00,dullest iphone reviews new iphone ’ ever seen zero excitement review dons iphone14,False,True,False
73,leonardwongly,2022-09-14 13:31:48+00:00,rt iphone14 unboxing time go go go carl cockroach tried stop us failed,True,True,False
74,piecekimscity,2022-09-14 13:31:39+00:00,rt giveaway 1020iphone14 72hours retweet must following,True,True,False
75,ahmadasshraf,2022-09-14 13:31:38+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
76,Keegantweets124,2022-09-14 13:31:09+00:00,rt first cases…iphone14 iphone 14 14 pro cases everything wanted know,True,True,False
77,DeFi_masters,2022-09-14 13:30:36+00:00,alone makes worth premium iphone14,False,True,False
78,saradietschy,2022-09-14 13:30:11+00:00,iphone14 unboxing time go go go carl cockroach tried stop us failed,False,True,False
79,KFurr69420,2022-09-14 13:29:09+00:00,rt ’ know jerks get new iphone14 nothing wrong iphone 1 ge…,True,True,False
80,GonzaGMM98,2022-09-14 13:28:13+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
81,lilfripgirlx,2022-09-14 13:27:18+00:00,rt iphone users rn ios16 iphone14,True,True,False
82,imSkhan_,2022-09-14 13:26:46+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
83,techradar,2022-09-14 13:26:28+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
84,Lumirewards,2022-09-14 13:26:13+00:00,ios andriod one go lets honest oo ios16 latestandriodphone iphone14,False,True,False
85,athuljohny77,2022-09-14 13:26:12+00:00,rt got doom running dynamic island iphone14,True,True,False
86,Adhithya89,2022-09-14 13:26:06+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
87,Vishal52809403,2022-09-14 13:26:01+00:00,rt iphone 14 series hands 🍎 iphone14 trakintech keeptrakin,True,True,False
88,ahmed_serougi,2022-09-14 13:25:43+00:00,rt review apple ’ iphone 14 iphone14 pro ’ leaning,True,True,False
89,iomers4625,2022-09-14 13:25:25+00:00,heard guys talk years apple dont make iphones much better last years model skip years time around edge new technology good gets iphone14,False,True,False
90,WefixitE,2022-09-14 13:25:15+00:00,review apple ’ iphone 14 iphone14 pro ’ leaning,False,True,False
91,attitude_ak_47,2022-09-14 13:25:05+00:00,transfered data old phone new phone found photo took first birthday grandmother loved much left heaven last november🤧😞 nothingchangedaftertranfer mobiletrans iphone14,False,True,False
92,aryanag2610,2022-09-14 13:24:32+00:00,rt iphone 14 series hands 🍎 iphone14 trakintech keeptrakin,True,True,False
94,pjvldez,2022-09-14 13:23:54+00:00,rt wing pics iphone14 please tag apple us ’ sick wing pics,True,True,False
96,AlwaysMmader,2022-09-14 13:23:00+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
97,jeskillings,2022-09-14 13:22:59+00:00,heres lowdown plain ol iphone14 says lovely good upgrade people,False,True,False
99,imviswanthan,2022-09-14 13:22:06+00:00,thanks making recall memories tagging nothingchangedaftertransfer mobiletrans wondershare iphone14 steps done👍,False,True,False
100,NITHISHnylk,2022-09-14 13:21:43+00:00,old pic grandfatherhe transferring photo many old memories came memorable experience transferring old files nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
102,BamaFan1309,2022-09-14 13:20:01+00:00,rt first cases…iphone14 iphone 14 14 pro cases everything wanted know,True,True,False
103,InCredFin,2022-09-14 13:20:00+00:00,salary eyeing 👀 get desired iphone personal loan 🔗 click image credit match made heaven incred fintech loans whysoserious memes personalloan iphone14 matchmadeinheaven wednesdaythought,False,True,False
105,TrakinTech,2022-09-14 13:18:36+00:00,iphone 14 series hands 🍎 iphone14 trakintech keeptrakin,False,True,False
106,BishwasRegmi,2022-09-14 13:18:28+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
107,RileyBurrell2,2022-09-14 13:18:06+00:00,rt first cases…iphone14 iphone 14 14 pro cases everything wanted know,True,True,False
109,chet_code,2022-09-14 13:17:37+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
110,crlvideo,2022-09-14 13:16:50+00:00,iphone14 embargo lifted feed full reviews take moment change default ios settings turn onoff video mode,False,True,False
111,IndianExpress,2022-09-14 13:16:45+00:00,rt esim advantages disadvantages learn esims esim iphone14 iphone14serie…,True,True,False
112,ExpressTechie,2022-09-14 13:16:37+00:00,esim advantages disadvantages learn esims esim iphone14 iphone14series,False,True,False
113,igor_os777,2022-09-14 13:16:33+00:00,review apple ’ iphone 14 iphone 14 pro ’ leaning tc apple iphone iphone14,False,True,False
118,nftlogan007,2022-09-14 13:15:33+00:00,photo ug life miss collage life friends😣 one best photo nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
119,UQE_Digiana,2022-09-14 13:14:48+00:00,rt first cases…iphone14 iphone 14 14 pro cases everything wanted know,True,True,False
121,mountdiscovery,2022-09-14 13:14:29+00:00,📱 iphone14 series,False,True,False
122,zollotech,2022-09-14 13:13:41+00:00,first cases…iphone14 iphone 14 14 pro cases everything wanted know,False,True,False
124,cristouffer,2022-09-14 13:12:09+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
125,karuppusattai89,2022-09-14 13:11:53+00:00,nothingchangedaftertransfer mobiletrans wondershare iphone14 photo edited found photo recently moral story peoples see life like race life wonderful thing create beauty enjoy life fully,False,True,False
126,EvilKionFan,2022-09-14 13:11:39+00:00,’ upgrading iphone 13 iphone 14 iphone 14 going get iphone14,False,True,False
129,BaLaN21626243,2022-09-14 13:11:10+00:00,got found old good shot picture looks ugly good me🐿️ nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
130,speedmaster,2022-09-14 13:10:53+00:00,iphone 14 apple found new ways justify 200 step pro model writes big cameras alwayson displays ‘ dynamic island ’ via iphone14promax apple iphone14,False,True,False
131,Rokibul60100130,2022-09-14 13:10:39+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
132,andresvilarino,2022-09-14 13:10:34+00:00,transfer data smartphone iphone14,False,True,False
133,Kanagarajntk,2022-09-14 13:09:58+00:00,win iphone 14 oct7 📲can win 1️⃣ follow like post done 2️⃣ im surprised dont take pic 3️⃣ share post nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
134,MaqsoodAsi,2022-09-14 13:09:22+00:00,rt new iphone14 costs 2500 philanthropic part adapter free,True,True,False
135,mikereyes,2022-09-14 13:09:21+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
136,JB__HYUN,2022-09-14 13:08:24+00:00,rt iphone users rn ios16 iphone14,True,True,False
137,MereBoyd_,2022-09-14 13:07:24+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
138,ShahAmara_,2022-09-14 13:07:19+00:00,rt new iphone14 costs 2500 philanthropic part adapter free,True,True,False
141,shimonips,2022-09-14 13:06:26+00:00,iphone14 content floodgates opened 👀,False,True,False
142,27Pak1947,2022-09-14 13:05:49+00:00,rt new iphone14 costs 2500 philanthropic part adapter free,True,True,False
143,DrSaqlainSh,2022-09-14 13:05:07+00:00,new iphone14 costs 2500 philanthropic part adapter free,False,True,False
146,Rokibul60100130,2022-09-14 13:03:34+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
147,getmilesapp,2022-09-14 13:01:25+00:00,miles apple event happening enter giveaway instagram chance win brand new apple watch ultra check iphone 14 raffle miles app today appleevent applewatchultra iphone14 getmilesapp,False,True,False
148,PattonKieran,2022-09-14 13:00:11+00:00,iphone14 reviews,False,True,False
152,thelogofirm,2022-09-14 12:58:15+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
153,Rokibul60100130,2022-09-14 12:58:07+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
154,Rodney_Walker,2022-09-14 12:56:01+00:00,new iphone 14 features android years apple iphone14 smartphone tech technology technews technologynews itrtg snrtg,False,True,False
155,Jathurs24085881,2022-09-14 12:55:42+00:00,thanks amazing opportunity ❤️🙏 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
156,STICKY_DANE,2022-09-14 12:55:09+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
158,Rokibul60100130,2022-09-14 12:53:53+00:00,hay want create cute image cartoon portrait visit jennie lisa pakistan iphone14 brahmastra xbox worldcup2022 meditation chengyi rahulvaidya jesus australia italy xiaozhan playtoearn,False,True,False
161,gokul628795101,2022-09-14 12:52:39+00:00,😇 saw photo taken three years ago amazed photo taken red mi phone photo taken brother taken polith evening🤙🏼 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
163,harvi775,2022-09-14 12:52:31+00:00,best photo dog photo favourite photo time even though us live hearts ❤️ nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
164,kapondemusic,2022-09-14 12:52:25+00:00,music help selfcare mentalhealth musicheals mentalhealthmatters didyouknowfact trending iphone14 kapondemusic,False,True,False
165,AppleEducate,2022-09-14 12:50:37+00:00,rt ios 16 available apple appleevent iphone14 ios16 ios16update applenews technews review softwareupdates,True,True,False
166,kiran_prasadh,2022-09-14 12:50:35+00:00,picture unforgettable❤️this jewels bought best friends birthdaybut unable get since nowbut bday ended 4mon ago🥺this painfuli found helpofu frnd mobiletrans wondershare nothingchangedaftertransfer,False,True,False
167,ChhetriVivek,2022-09-14 12:49:56+00:00,rt gizbot think upgrades iphone14 iphone13 iphone12,False,True,False
168,jayjitbiswas,2022-09-14 12:49:25+00:00,13 mins start seeing reviews unboxing videos iphone 14 series 630 pm india time iphone14 iphone14promax dynamicisland,False,True,False
171,mooonchildbb,2022-09-14 12:44:10+00:00,rt iphone users rn ios16 iphone14,True,True,False
173,kiran_prasadh,2022-09-14 12:43:55+00:00,bought jewels birthday bday ended 4months agonow also didnt even know abt gift pic painfuland lost find help wondershare thx❤️ frnds nothingchangedaftertranfer mobiletrans iphone14 wondershare,False,True,False
174,rosannascotto,2022-09-14 12:43:23+00:00,coming 9 jennymollen dictatorlunches 9 cohost talk unbothered new iphone14 iphone14promax gdny omarion join,False,True,False
176,sahilaro8,2022-09-14 12:42:51+00:00,rt opinion would pick iphone14 motorolaedge30ultra xiaomi12sultra,True,True,False
177,mockravage,2022-09-14 12:42:46+00:00,someone china already got hands iphone14 pro max,False,True,False
179,Mohanku03299927,2022-09-14 12:42:17+00:00,recently see photo look like bubbly mass 😂🤣🤣 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
180,arukundo,2022-09-14 12:42:09+00:00,rt iphone14 index much yearly salary need spend afford iphone 14 around world apple,True,True,False
182,_Oim,2022-09-14 12:40:45+00:00,rt got doom running dynamic island iphone14,True,True,False
186,GhayasM73,2022-09-14 12:37:51+00:00,rt want get hands iphone14 might wait end october details inside,True,True,False
187,kavszz28,2022-09-14 12:37:49+00:00,tis pic took long long years ago traveling bangalore yeah got new friends traveling nd still touch 💗 nothingchangedaftertransfer mobiletransq wondershare iphone14,False,True,False
189,htTweets,2022-09-14 12:37:16+00:00,rt want get hands iphone14 might wait end october details inside,True,True,False
190,HTTech,2022-09-14 12:36:06+00:00,want get hands iphone14 might wait end october details inside,False,True,False
191,MultiplMovement,2022-09-14 12:34:48+00:00,choose debtfreeshoppingchallenge iphone14 jewelry,False,True,False
192,4imag1,2022-09-14 12:34:02+00:00,ios 16 available apple appleevent iphone14 ios16 ios16update applenews technews review softwareupdates,False,True,False
193,storyoflimuj,2022-09-14 12:33:47+00:00,rt iphone users rn ios16 iphone14,True,True,False
194,ApniMemes,2022-09-14 12:33:30+00:00,broke phone 10 minutes installed ios 16 get iphone14,False,True,False
195,shadatsdayout,2022-09-14 12:33:08+00:00,ios16 live text video iphone14 ipad shorts ios16livetext ios16tutorial ios16feature ios16livetextforvideo livetextforvideo livetextforvideoapps livetextforvideoiphone livetextforvideoipad videolivetext tipes tricks video ios bd tech video news,False,True,False
197,Tanya_Stanton,2022-09-14 12:32:26+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
198,RajjAryaa,2022-09-14 12:30:37+00:00,wallpaperly new update 🎉✨ added 30 new wallpapers different categories 😍 check out👇 ios gdrive android wallpaper ios16 iphone14 googledoodle playstore,False,True,False
200,nimishdubey,2022-09-14 12:29:28+00:00,rt samsunggalaxys22ultra xiaomi12pro 6 android phones take new iphone14 write,True,True,False
201,MASHooDHamid,2022-09-14 12:28:34+00:00,believe people lovehate relationship inflation hate inflation love everything causes iphone14,False,True,False
202,QueenShiiiba,2022-09-14 12:27:54+00:00,rt 🥰where get cheapest iphone 14 full guide 👉up 1000 get 12 cashback iphone14 iphone cas…,True,True,False
203,abplive,2022-09-14 12:27:28+00:00,samsunggalaxys22ultra xiaomi12pro 6 android phones take new iphone14 write,False,True,False
205,GeraMudit,2022-09-14 12:25:21+00:00,last week saw apple ’ a16 bionic soc used newly launched iphone 14 pro pro max fare well synthetic geekbench test apple applea16bionic iphone14 iphone14proseries,False,True,False
206,LaurenH10330886,2022-09-14 12:24:53+00:00,rt iphone14 satellite connectivity new apple tech work india read details,True,True,False
207,VelanSenkathir,2022-09-14 12:24:09+00:00,memorable photo cousin cycle decoration weird look funny thats forgetable moment next pic dog 🐕 first pic smartphone passed away iphone14 nothingchangedaftertransfer mobiletrans wondershar,False,True,False
211,Chandru007777,2022-09-14 12:20:06+00:00,dog dog world name kutty kutty favourite family nothingchangedaftertransfer mobiletrans iphone14 wondershare time favourite memories family,False,True,False
212,Yuvaraj88654915,2022-09-14 12:19:27+00:00,followed rules surprising old photo found ￼ child still remember birthday celebrated grandly parents ￼ pic 2004 year ￼ tag nothingchangedaftertransfer wondershare iphone14,False,True,False
213,mounika_87_,2022-09-14 12:17:19+00:00,child photo 2008 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
216,Jason_RIBA,2022-09-14 12:12:51+00:00,rt gosh 5 million views tiktok 🤣 think ’ started trend … apple iphone14,True,True,False
217,recruiter_lucky,2022-09-14 12:12:19+00:00,ios users twitter enjoying updates ios16 appleevent applewatch iphone14,False,True,False
220,bigsteppa1803,2022-09-14 12:10:17+00:00,rt iphone14 index much yearly salary need spend afford iphone 14 around world apple,True,True,False
221,Zentie0621yes,2022-09-14 12:08:11+00:00,rt iphone users rn ios16 iphone14,True,True,False
222,Yuvaraj48723415,2022-09-14 12:07:09+00:00,followed rules surprising old photo found 😍 child still remember birthday celebrated grandly parents 💚 pic 2003 year 🥰 tag nothingchangedaftertransfer wondershare iphone14,False,True,False
223,DealerRyan,2022-09-14 12:06:01+00:00,iphone14 mobiletrans nothingchangedaftertransfer oldest pic,False,True,False
225,MarketingMind_,2022-09-14 12:04:24+00:00,foxconn wistron pegatron committed manufacture iphones india total fob value least 15 billion fy26 marketingmind whatsbuzzing apple iphone14 madeinindia,False,True,False
226,nvrtdprst,2022-09-14 12:03:20+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
227,johnkensil,2022-09-14 12:03:10+00:00,’ know jerks get new iphone14 nothing wrong iphone 1 get used gasoline smell pull starting,False,True,False
228,gizbot,2022-09-14 12:02:58+00:00,think upgrades iphone14 iphone13 iphone12,False,True,False
229,calwin_d,2022-09-14 12:01:38+00:00,surprised see photo transferred photos old phonethis photo taked first camera phone family photo brings memories backnothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
231,rose_gokul,2022-09-14 12:01:14+00:00,pic liked transferred😇 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
232,cle0desktop,2022-09-14 12:00:40+00:00,ubuntu theme windows 11 get cleodesktop jimin jhope iphone14 onstorm onlyfans jungkook jake jayb mufc jisoo onlyfansgirl vikrantrona shib win jin efc lisa jennie rhoa rose loft crypto jin onepiece italiangp,False,True,False
233,renturstatus,2022-09-14 11:59:45+00:00,latest update coming soon opportunity play brand games audiencecustomersclients find opinions brandbusiness real time renturstatus rus marketing advertising asuu iphone14 bbnaija bbnaija7,False,True,False
234,kanyana09896840,2022-09-14 11:58:32+00:00,rt iphone users rn ios16 iphone14,True,True,False
238,wccftech,2022-09-14 11:52:31+00:00,someone china already got hands iphone14 pro max,False,True,False
239,SDK_005,2022-09-14 11:51:32+00:00,found old birthday photo transfeing dataits sweet seeing old photo thanks wonder share nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
241,iEnabled,2022-09-14 11:49:55+00:00,thoughts latest ios16 🤔 product compatible latest os iphones check 👇 mobile os ios ios16 apple iphone14 mobiletemplate pwa webapp app ui ux javascript html css webdeveloper,False,True,False
242,Vothy2222,2022-09-14 11:49:31+00:00,rt ready receive iphone 14 let know color chose comments iphone14,True,True,False
245,Thamara81696066,2022-09-14 11:48:23+00:00,nothingchangedaftertransfer mobiletrans wondershare iphone14 last happy days,False,True,False
246,EssDotJy,2022-09-14 11:47:38+00:00,dubai salalah tour road beautiful waterfalls salalah imrankhan pakistan beoncloud iphone14 ios16 salalah uae apple,False,True,False
247,Sanjay04709712,2022-09-14 11:47:07+00:00,true friends one soul two bodies transfer pic new mobile pic 🙂me happy day miss guy sure meet soon nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
248,PrameyaEnglish,2022-09-14 11:46:03+00:00,apple reportedly shipping iphone 14 models earlier ios 16 version apple iphone14,False,True,False
250,Iambad2101,2022-09-14 11:44:14+00:00,rt iphone users rn ios16 iphone14,True,True,False
251,danush_dr,2022-09-14 11:44:09+00:00,setting whats app first photo received phone nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
255,Im_Lakz,2022-09-14 11:41:46+00:00,memorable image id found transferring files new mobile❤️❤️ nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
256,Techuelxcom,2022-09-14 11:41:16+00:00,biggest announcements apples far event iphone iphoneonly iphonesia iphoneography iphone6 iphonephotography iphone7plus iphone7 iphone14 ios16,False,True,False
263,SirHotLaps,2022-09-14 11:34:58+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
264,thatgangatkid,2022-09-14 11:34:27+00:00,rt wing pics iphone14 please tag apple us ’ sick wing pics,True,True,False
267,Itzme_murali,2022-09-14 11:32:54+00:00,omg childhood photo took yrs ago found photo transferring data old phone new help wondershare mobile trans software 🤩 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
271,WeAreBrilyant,2022-09-14 11:31:05+00:00,iphone 14 impressive dualcamera system iphone capture stunning photos low light bright light crash detection1 new safety feature calls help ’ pre book today iphone14 iphone14plus iphone apple,False,True,False
274,325anho,2022-09-14 11:26:57+00:00,rt iphone users rn ios16 iphone14,True,True,False
278,AnuModi_,2022-09-14 11:24:31+00:00,rt nothingchangedaftertransfer mobiletrans wondershare iphone14 one old picture found…,True,True,False
280,Whitestone_DE,2022-09-14 11:21:01+00:00,whitestone dome glass screen protector iphone 14 pro 61 amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
282,tlrie9,2022-09-14 11:20:54+00:00,rt iphone users rn ios16 iphone14,True,True,False
285,Bessma28,2022-09-14 11:19:04+00:00,rt 🥰where get cheapest iphone 14 full guide 👉up 1000 get 12 cashback iphone14 iphone cas…,True,True,False
286,stranger_nia,2022-09-14 11:18:22+00:00,yah 😂 moment realised mom say best apple feel costly india 😂✨ nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
291,deya24270119,2022-09-14 11:12:21+00:00,rt 🥰where get cheapest iphone 14 full guide 👉up 1000 get 12 cashback iphone14 iphone cas…,True,True,False
296,Chichonade,2022-09-14 11:08:56+00:00,rt giveaway 1020iphone14 72hours retweet must following,True,True,False
298,johnlilcruz20,2022-09-14 11:07:41+00:00,rt iphone 14 outtim cooked talks features 😂 iphone14,True,True,False
299,Smartontherocks,2022-09-14 11:07:31+00:00,rt iphone users rn ios16 iphone14,True,True,False
300,UnicornAPR,2022-09-14 11:07:19+00:00,switching iphone 14 easy affordable prebook get iphone 14 starting effective price ₹53900 unicorn store apple premium reseller prebook call 180026778888976968438 tc apply unicorn applepremiumreseller apple iphone14,False,True,False
302,htTweets,2022-09-14 11:06:11+00:00,rt iphone12 prices massively slashed amazon launch iphone14 series check details,True,True,False
303,HTTech,2022-09-14 11:05:54+00:00,iphone12 prices massively slashed amazon launch iphone14 series check details,False,True,False
305,MVukubi,2022-09-14 11:03:11+00:00,rt iphone users rn ios16 iphone14,True,True,False
306,AttilaTheDev,2022-09-14 11:01:15+00:00,“ iphone 14 best phone mum ever ” attila vágó iphone apple iphone14 technology,False,True,False
307,Krishna72667757,2022-09-14 11:00:35+00:00,hey photo clicked 2015 went trip thats frist trip colse friend hes alive🥲 hes memories still alive im missing friend nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
309,theenterprisew,2022-09-14 10:58:13+00:00,iphone 14 everything new read iphone14 ios apple pro promax appleiphone applewatch iphonese ipadpro plus iphonex appleevent airpodspro technology applewatchseries applenews,False,True,False
310,Romanre66956512,2022-09-14 10:56:38+00:00,rt 🥰where get cheapest iphone 14 full guide 👉up 1000 get 12 cashback iphone14 iphone cas…,True,True,False
311,tackinaa,2022-09-14 10:55:09+00:00,rt iphone users rn ios16 iphone14,True,True,False
312,SamheWorld,2022-09-14 10:54:45+00:00,rt congrats three champs buying iphone14 🤧,True,True,False
314,G_giutar,2022-09-14 10:49:41+00:00,rt iphone users rn ios16 iphone14,True,True,False
315,rcmaniac25,2022-09-14 10:49:34+00:00,rt got doom running dynamic island iphone14,True,True,False
317,wednesxdate,2022-09-14 10:48:56+00:00,rt iphone users rn ios16 iphone14,True,True,False
320,zeeshanhoti,2022-09-14 10:46:00+00:00,congrats three champs buying iphone14 🤧,False,True,False
326,only1billions,2022-09-14 10:37:27+00:00,rt iphone users rn ios16 iphone14,True,True,False
327,sarath_diamondz,2022-09-14 10:37:22+00:00,first celebration happened 2019 covid hometown festival😍😍😍 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
328,MaduforoJesse,2022-09-14 10:29:15+00:00,4146 13500 order pay receive📦 ordersave send us dm deliver nationwide🌍payment validate order👌✅lagos fashion sneakers luxury quality pvc iphone14 bad,False,True,False
331,daxdax89,2022-09-14 10:26:55+00:00,iphone14 mini,False,True,False
333,MaduforoJesse,2022-09-14 10:24:33+00:00,available sizes 30000 order pay receive📦 ordersave send us dm deliver nationwide🌍payment validate order👌✅lagos fashion sneakers luxury quality pvc iphone14 bad,False,True,False
334,smart_insights,2022-09-14 10:24:05+00:00,esim adoption makes step forward new iphone world eagerly waiting apple ’ decision sim slots new iphone 14 many esim iphone14 simcard simslot gsma esim,False,True,False
335,MaduforoJesse,2022-09-14 10:24:00+00:00,big tee 8000 joggers 16000 order pay receive📦 ordersave send us dm deliver nationwide🌍payment validate order👌✅lagos fashion sneakers luxury quality pvc iphone14 bad,False,True,False
336,SatizMT06,2022-09-14 10:23:32+00:00,surprising photo mon founded present using cracked phones gallery mom moms brothers nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
338,afhamrdzn,2022-09-14 10:22:54+00:00,rt ready receive iphone 14 let know color chose comments iphone14,True,True,False
339,Coredao_Org2022,2022-09-14 10:22:42+00:00,d89 sign free mining 🥰🥰🥰 ⛏️mainnet 3q2022 ⛏️mining dec122022 ⬇️ official links ⬇️ core mining download cryptocurrency bitcoin ethereummerge bnb satoshi blackpink iphone14 trx babydogecoin,False,True,False
340,sarathkmr_gsk,2022-09-14 10:20:18+00:00,hey apple using 13pro max recently installed ios16 battery drain fast usual whats solution ios16batterydrain ios16update appleiphone iphone14s iphonebattery iphonebatterydrain,False,True,False
341,time_digest,2022-09-14 10:19:36+00:00,see wallpapers new iphone 14 2022 apple custom iphone14 new smartphone tech technology wallpaper,False,True,False
342,OG_Spot_Gamer,2022-09-14 10:18:47+00:00,cutie litle sisters photo 🤩 six years ago thanks making us see olden golden memories tagging nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
343,HariJoueur,2022-09-14 10:18:07+00:00,place began one long lasting dream bond friendship nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
346,nicovanzyl,2022-09-14 10:15:29+00:00,rt got doom running dynamic island iphone14,True,True,False
347,Balaji50438850,2022-09-14 10:14:38+00:00,1 followed liked2 memorable pic myits first outing friends pic miss see transfer photo old new mobile happy3 nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
348,FromKorea5,2022-09-14 10:11:02+00:00,save money protect iphone14 💊 iphone14 appleevent,False,True,False
351,kiriaripq,2022-09-14 10:10:28+00:00,rt iphone users rn ios16 iphone14,True,True,False
352,Vignesh67614907,2022-09-14 10:08:38+00:00,cat passed away four years beforethis memorable photo 🐱 hema nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
354,ChrisWilmshurst,2022-09-14 10:05:04+00:00,rt benks live event iphone14 accessories🙌 get ready benks something amazing 9pm september 14th gmt…,True,True,False
355,parth27t,2022-09-14 10:03:37+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
356,ohmygodthankyou,2022-09-14 10:03:12+00:00,love love see world fully opened eyes mind comprehensive limitless android android13 iphone14 iphone14promax dynamicisland,False,True,False
357,ELCavalos,2022-09-14 10:02:44+00:00,rt iphone14 index much yearly salary need spend afford iphone 14 around world apple,True,True,False
360,maxscumbag,2022-09-14 10:00:59+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
361,Whitestone_DE,2022-09-14 10:00:40+00:00,whitestone dome glass screen protector iphone 14 plus amazon whitestone save money protect iphone14 💊 iphone14 appleevent self dispersion technology,False,True,False
363,Rabin46205055,2022-09-14 09:58:44+00:00,brother 1998 thanks making recall best wonderfull memory thanks lot nothingchangedaftertransfer mobiletrans wondershare iphone14,False,True,False
365,BoxerboyFRITGS,2022-09-14 09:54:35+00:00,rt first time ever apple revealed iphone ad shot 🤯🤯🤯 apple shot iphone14 ad,True,True,False
366,MaduforoJesse,2022-09-14 09:50:42+00:00,sizegtgt4145 pricegtgt20000 box packaging✅️and pair socks free😉 order pay receive📦 ordersave send us dm deliver nationwide🌍payment validate order👌✅lagos fashion sneakers luxury quality pvc iphone14 bad,False,True,False
367,MaduforoJesse,2022-09-14 09:50:23+00:00,sizegtgt4145 pricegtgt17000 box packaging✅️and pair socks free😉 order pay receive📦 ordersave send us dm deliver nationwide🌍payment validate order👌✅lagos fashion sneakers luxury quality pvc iphone14 bad,False,True,False
368,gadgick,2022-09-14 09:49:56+00:00,👀 looks like uk iphone14 shipments starting get tracking 14 pro delivered dhl course apple store still shows preparing,False,True,False
370,miyagi,2022-09-14 09:49:23+00:00,lah iphone14 yet ios16 available existing iphones,False,True,False
371,scitechculture,2022-09-14 09:47:59+00:00,iphone 14 pros introduce dynamic island scitech culture discussion clip appleevent dynamicisland iphone14promax iphone14 steve ben discuss apple ’ september event 2022 introduced new iphone 14 models…,False,True,False
